actor/login,payload/issue/title,payload/issue/user/site_admin,payload/issue/created_at
harilalinapp,AOT : Chunk files missing and big size files for lazy loaded files,False,2016-12-27T04:28:32Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-gci-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:50:07Z
webia1,Final statement about ngInclude alternative,False,2016-03-14T14:43:56Z
FRidh,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
SparkQA,[BUILD] Close stale PRs,False,2017-01-01T14:05:51Z
AmplabJenkins,[BUILD] Close stale PRs,False,2017-01-01T14:05:51Z
AmplabJenkins,[BUILD] Close stale PRs,False,2017-01-01T14:05:51Z
mention-bot,xca: qt4 -> qt5,False,2017-01-01T16:20:39Z
simoneb,require loading wrong module inside of a nested app,False,2016-12-23T19:20:28Z
HyukjinKwon,[SPARK-18922][TESTS] Fix more path-related test failures on Windows,False,2016-12-25T12:44:15Z
filipesilva,3 party Plugins not working,False,2016-10-18T10:49:44Z
starsdeep,Apply for GSoC 2017,False,2017-01-01T16:14:25Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-gci-1.5-upgrade-master: broken test run,False,2016-12-09T11:50:11Z
offlinehacker,xca: qt4 -> qt5,False,2017-01-01T16:20:39Z
max06,VSCode on Windows 10 + Docker: Wrong build path,False,2017-01-01T13:29:52Z
webia1,Final statement about ngInclude alternative,False,2016-03-14T14:43:56Z
filipesilva,feat(config): use of webpack externals,False,2016-09-16T13:51:21Z
filipesilva,Proposal: Provide a way to add externals to webpack config,False,2016-09-15T16:51:47Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gce-reboot-release-1.5: broken test run,False,2016-12-02T19:25:23Z
rmullins9,Browser Memory isn't released when destroying components,False,2016-12-30T20:18:30Z
gopherbot,jpeg encoding an *image.YCbCr is sub-optimal,False,2017-01-01T16:17:22Z
FRidh,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
filipesilva,Proposal: Provide a way to add externals to webpack config,False,2016-09-15T16:51:47Z
nicolas-grekas,[DependencyInjection] Use current class as default class for factory declarations,False,2016-12-15T18:30:36Z
asfernandes,Reactive forms are not strongly typed,False,2016-12-30T15:14:52Z
HyukjinKwon,[SPARK-18922][TESTS] Fix more path-related test failures on Windows,False,2016-12-25T12:44:15Z
tbonfort,jpeg encoding an *image.YCbCr is sub-optimal,False,2017-01-01T16:17:22Z
targos,url: fix URL query update if searchParams changes,False,2016-12-28T09:17:30Z
vcunat,stdenv setup: disallow references to the build directory,False,2016-12-19T21:47:27Z
bors,Use `?` instead of `try!` macro in `print::pprust`,False,2016-12-29T21:59:07Z
bors,Add pretty printing of unions in debuggers,False,2017-01-01T09:35:19Z
rezazarchi,Icon Request: fa-aparat,False,2014-12-13T14:28:08Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.3-gci-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:49:59Z
k8s-merge-robot,Adding L4 Ingress proposal,False,2016-05-18T18:19:32Z
openshift-bot,enable hostpath provisioning,False,2016-12-14T17:23:35Z
openshift-bot,enable hostpath provisioning,False,2016-12-14T17:23:35Z
volth,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
nicerr,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
kstratis,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
FRidh,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
targos,deps: update V8 to 5.5,False,2016-11-15T16:14:06Z
vcunat,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.3-container_vm-1.5-upgrade-master: broken test run,False,2016-12-29T05:23:35Z
jinzhuming,怎么在shell 里面使用lantern代理？,False,2016-11-12T08:53:37Z
volth,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
Tset-Noitamotua,vscode + python virtual environment + mac terminal ,False,2016-12-30T23:15:58Z
notriddle,"Flexbox assertion failure on ""Do you want to use HTML Gmail?"" page",False,2017-01-01T14:31:12Z
jughu,Updates Centcom (and minor updates to other z2 areas),False,2017-01-01T16:40:03Z
k8s-merge-robot,docs: proposals: KV Support for Consul,False,2016-07-05T20:15:33Z
vcunat,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
Mervill,Papier-Mch Robe spelt wrong,False,2016-12-31T07:23:57Z
djzin,document behavior of collect() for empty iterators,False,2016-12-31T23:07:23Z
volth,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
mention-bot,Python: script names now include full path,False,2017-01-01T16:59:27Z
targos,deps: update V8 to 5.5,False,2016-11-15T16:14:06Z
FRidh,mercurial regression since 16.09: does not read $out/etc/mercurial/hgrc,False,2017-01-01T14:15:44Z
bennofs,`intero` is broken:  `stack` cannot run `intero` ,False,2016-12-29T11:57:11Z
steveklabnik,Document all features in the reference,False,2016-12-28T00:42:16Z
lvtrvd,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
eilensm,Lint on build + serve,False,2016-10-06T14:32:06Z
cbrewster,Iframes always load with about:blank in history,False,2016-12-24T23:55:47Z
ALTree,cmd/go: go bug fills the issue form without using any newlines,False,2017-01-01T09:30:51Z
mention-bot,garbage lines in mercurial.nix,False,2017-01-01T17:13:08Z
k8s-merge-robot,Updating docs to generate API groups and client sets.,False,2016-08-19T22:32:20Z
saada,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
simoneb,HTTP client returns truncated response,False,2016-12-20T13:21:44Z
evgeni,please include docsite and tests in releases,False,2017-01-01T17:19:37Z
anderspapitto,`intero` is broken:  `stack` cannot run `intero` ,False,2016-12-29T11:57:11Z
bobbyAtSperry,"cifar10_input.py calls tf.strided_slice() with 3 arguments, 4 needed.",False,2016-12-26T23:20:34Z
alexcrichton,Use `?` instead of `try!` macro in `print::pprust`,False,2016-12-29T21:59:07Z
den1k,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-reboot-release-1.5: broken test run,False,2016-12-02T09:27:58Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-serial: broken test run,False,2016-12-04T05:37:18Z
targos,deps: update V8 to 5.5,False,2016-11-15T16:14:06Z
highfive,Remove duplicate code in mach,False,2017-01-01T17:25:12Z
mention-bot,arbtt service: init,False,2017-01-01T17:27:58Z
asajeffrey,Iframes always load with about:blank in history,False,2016-12-24T23:55:47Z
prampey,Bluetooth maps don't need to store mutable JS values,False,2016-12-20T19:40:40Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gce-reboot-release-1.5: broken test run,False,2016-12-02T19:25:23Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-autoscaling: broken test run,False,2016-12-02T23:21:26Z
t0mk,2 modules for Packet host: packet_device and packet_sshkey,False,2016-12-08T20:33:08Z
opennota,cmd/go: go bug fills the issue form without using any newlines,False,2017-01-01T09:30:51Z
nijikon,Speex 1.2,False,2017-01-01T10:12:57Z
cbrewster,Iframes always load with about:blank in history,False,2016-12-24T23:55:47Z
SparkQA,[SPARK-19048] [SQL] Delete Partition Location when Dropping Managed Partitioned Tables in InMemoryCatalog,False,2017-01-01T17:40:38Z
Tyriar,vscode + python virtual environment + mac terminal ,False,2016-12-30T23:15:58Z
Mervill,Lizards who have become zombies speak like zombies but no longer hiss,False,2017-01-01T12:42:47Z
openshift-bot,enable hostpath provisioning,False,2016-12-14T17:23:35Z
evgeni,please include docsite and tests in releases,False,2017-01-01T17:19:37Z
dhananjay92,'go test -coverpkg=./... -race' on the empty package fails on travis CI.,False,2017-01-01T11:02:54Z
bjornfor,arbtt service: init,False,2017-01-01T17:27:58Z
theofidry,Demo app doctrine:fixtures:load,False,2017-01-01T17:55:58Z
bjornfor,arbtt service: init,False,2017-01-01T17:27:58Z
gravis,Secrets not mounted when using a scratch image,False,2016-09-29T20:38:20Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.3-gci-1.5-upgrade-master: broken test run,False,2016-12-09T11:47:20Z
akabiru,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
kenchenaz,Failed to upload schema2 manifest: manifest invalid: manifest invalid,False,2016-10-20T10:02:51Z
Bawhoppen,"Can't kick racks if weakened, resting or lying",False,2017-01-01T18:01:14Z
ttnnkkrr,Demo app doctrine:fixtures:load,False,2017-01-01T17:55:58Z
ttnnkkrr,Demo app doctrine:fixtures:load,False,2017-01-01T17:55:58Z
MikeMcQuaid,pdftoipe: migrate from homebrew/homebrew-head-only,False,2017-01-01T14:46:57Z
MikeMcQuaid,Fix audit errors related to :apr usage,False,2016-12-31T04:55:55Z
brian-brazil,Proposal: Try to reverse lookup dns name if it is IP address.,False,2017-01-01T18:04:32Z
genki,Docker engine swarm api service discovery,False,2016-06-26T06:56:18Z
WJohn,Updates Centcom (and minor updates to other z2 areas),False,2017-01-01T16:40:03Z
k8s-merge-robot,ci-kubernetes-e2e-gke-gci-1.3-container_vm-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:47:07Z
k8s-merge-robot,ci-kubernetes-e2e-gke-reboot-release-1.5: broken test run,False,2016-12-02T06:14:51Z
indiejames,Add API to allow customization of the debug console's input box prompt from code,False,2017-01-01T17:50:02Z
smarterclayton,Implement Noop strategy for workload controllers,False,2017-01-01T04:58:05Z
alexcrichton,Add sparc64-unknown-netbsd target,False,2016-12-28T18:04:20Z
mattnenterprise,Updating http_network_or_cache_fetch to better match the fetch API spec,False,2016-12-30T01:41:28Z
coiax,"Can't kick racks if weakened, resting or lying",False,2017-01-01T18:01:14Z
smarterclayton,Implement export functionality server-side for all resources,False,2016-04-27T09:24:47Z
davecheney,'go test -coverpkg=./... -race' on the empty package fails on travis CI.,False,2017-01-01T11:02:54Z
smarterclayton,WIP - Prototype of initializers,False,2016-11-13T23:45:35Z
xen0n,[WIP] rustbuild: check for final stage properly and so on,False,2017-01-01T08:14:00Z
dt-bot,React:  SyntheticEvent.target.value should be generic on T,False,2017-01-01T18:36:06Z
dhananjay92,'go test -coverpkg=./... -race' on the empty package fails on travis CI.,False,2017-01-01T11:02:54Z
davecheney,'go test -coverpkg=./... -race' on the empty package fails on travis CI.,False,2017-01-01T11:02:54Z
bors,Add pretty printing of unions in debuggers,False,2017-01-01T09:35:19Z
bors,Use `?` instead of `try!` macro in `print::pprust`,False,2016-12-29T21:59:07Z
conormdurkan,Touchpad scrolling doesn't work,False,2016-09-26T14:05:24Z
ypresto,Optimize child_process IPC for large data,False,2016-12-31T16:58:36Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gce-reboot-release-1.5: broken test run,False,2016-12-02T19:25:23Z
k8s-merge-robot,ci-kubernetes-e2e-gke-gci-1.3-container_vm-1.5-upgrade-master: broken test run,False,2016-12-09T11:49:44Z
k8s-merge-robot,[k8s.io] GarbageCollect [Serial] Garbage Collection Test: Many Pods with Many Restarting Containers Should eventually garbage collect containers when we exceed the number of dead containers per container {E2eNode Suite},False,2016-11-16T16:58:49Z
voutasaurus,x/net/http2: ConfigureServer stops Shutdown from sending GOAWAY,False,2016-12-30T01:33:05Z
volth,Python: script names now include full path,False,2017-01-01T16:59:27Z
tuliogomesbarbosa,Allow spring-boot-maven-plugin RepackageMojo to use a source classifer,False,2016-12-15T19:00:19Z
johnnyreilly,React:  SyntheticEvent.target.value should be generic on T,False,2017-01-01T18:36:06Z
sfackler,Cannot silence test runner,False,2017-01-01T18:47:41Z
photostu,Safari is not loading the generated .gz file?,False,2016-12-31T11:03:25Z
sivel,Ansible 2.2 ignores homebrew installed python,False,2016-12-19T10:41:39Z
dhananjay92,'go test -coverpkg=./... -race' on the empty package fails on travis CI.,False,2017-01-01T11:02:54Z
michaelpj,arbtt service: init,False,2017-01-01T17:27:58Z
bjornfor,nixos: provide /etc/hostname,False,2017-01-01T16:12:23Z
Firecage,Indestructible floors now cannot be chasmed by a collapsing tendril.,False,2016-12-29T20:42:49Z
AndreasMadsen,Sparsemax,False,2016-12-18T15:13:22Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-autoscaling: broken test run,False,2016-12-02T23:21:26Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-reboot: broken test run,False,2016-12-02T06:19:48Z
k8s-merge-robot,ci-kubernetes-e2e-gke-gci-1.3-gci-1.5-upgrade-master: broken test run,False,2016-12-09T11:51:17Z
AnturK,Indestructible turfs are no longer affected by necropolis tendrils or the lava staff,False,2017-01-01T18:58:57Z
PKPenguin321,Changelings aren't getting the DNA from people they absorb,False,2016-11-22T06:16:10Z
daBONDi,Vault Password File is not working with a playbook,False,2015-11-25T18:50:15Z
Tyriar,Figure out what we're going to do with pty.js,False,2016-10-12T19:10:32Z
genki,Proposal: Try to reverse lookup dns name if it is IP address.,False,2017-01-01T18:04:32Z
teosz,Remove duplicate code in mach,False,2017-01-01T17:25:12Z
alexcrichton,rustbuild: check for final stage properly and so on,False,2017-01-01T08:14:00Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gce-reboot-release-1.5: broken test run,False,2016-12-02T19:25:23Z
tinaun,Document all features in the reference,False,2016-12-28T00:42:16Z
snicoll,Allow spring-boot-maven-plugin RepackageMojo to use a source classifer,False,2016-12-15T19:00:19Z
justincormack,"API: Delete container can return 409, but that isn't documented",False,2016-12-30T17:10:54Z
advancedits,tensorflow.python.framework.errors_impl.NotFoundError: logs,False,2017-01-01T09:03:47Z
ShadowDeath6,"Can't kick racks if weakened, resting or lying",False,2017-01-01T18:01:14Z
Phrohdoh,Cannot silence test runner,False,2017-01-01T18:47:41Z
sfackler,Cannot silence test runner,False,2017-01-01T18:47:41Z
SparkQA,[SPARK-19048] [SQL] Delete Partition Location when Dropping Managed Partitioned Tables in InMemoryCatalog,False,2017-01-01T17:40:38Z
cjihrig,test: use const for all require() calls,False,2016-12-30T23:42:04Z
AmplabJenkins,[SPARK-19048] [SQL] Delete Partition Location when Dropping Managed Partitioned Tables in InMemoryCatalog,False,2017-01-01T17:40:38Z
AmplabJenkins,[SPARK-19048] [SQL] Delete Partition Location when Dropping Managed Partitioned Tables in InMemoryCatalog,False,2017-01-01T17:40:38Z
brian-brazil,Proposal: Try to reverse lookup dns name if it is IP address.,False,2017-01-01T18:04:32Z
stiege,getaddrinfo failed: Name or service not known [tcp://redis-slave:6379]',False,2015-09-16T05:34:48Z
mhegazy,rxjs typings outdated,False,2017-01-01T11:48:55Z
matklad,Long delay before exiting after reporting compilation errors in rustc 1.14.0 nightly when RUST_BACKTRACE=1,False,2016-10-29T23:38:13Z
alexcrichton,Add PeekMut::pop,False,2016-12-31T05:20:33Z
alexcrichton,Add PeekMut::pop,False,2016-12-31T05:20:33Z
xen0n,rustbuild: check for final stage properly and so on,False,2017-01-01T08:14:00Z
themre,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
rust-highfive,Fix pre-cfg_attr notation in comment,False,2017-01-01T19:37:24Z
est31,Fix pre-cfg_attr notation in comment,False,2017-01-01T19:37:24Z
bmeurer,Possibly deoptimizing use of `arguments` in libs,False,2016-12-18T15:02:40Z
genki,Proposal: Try to reverse lookup dns name if it is IP address.,False,2017-01-01T18:04:32Z
rahulnever2far,Git status in File Explorer,False,2015-11-19T09:24:13Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-container_vm-1.5-upgrade-cluster-new: broken test run,False,2016-12-09T11:47:06Z
bmeurer,Possibly deoptimizing use of `arguments` in libs,False,2016-12-18T15:02:40Z
Toxicable,Reactive forms are not strongly typed,False,2016-12-30T15:14:52Z
pzavolinsky,React:  SyntheticEvent.target.value should be generic on T,False,2017-01-01T18:36:06Z
ChALkeR,RHEL 7.3 installation fails (using official nodesource repo),False,2017-01-01T19:50:18Z
thaJeztah,"API: Delete container can return 409, but that isn't documented",False,2016-12-30T17:10:54Z
mscdex,RHEL 7.3 installation fails (using official nodesource repo),False,2017-01-01T19:50:18Z
wesleylancel,[TwigBundle] Fix bug where namespaced paths don't take parent bundles in account,False,2016-08-10T08:00:18Z
grahamc,nixos: provide /etc/hostname,False,2017-01-01T16:12:23Z
mdo,progress bar animation doesn't work with dev branch,False,2017-01-01T19:43:25Z
williamkapke,doc: redirect 'Start a Working Group' to TSC repo,False,2016-11-17T05:57:27Z
mdo,"Feature Request: CSS3 Transitions, Animated Input Form on focus",False,2017-01-01T09:15:26Z
mdo,"Javascript: Smooth Page Scrolling - Add a ""smooth-scroll"" class ",False,2017-01-01T11:14:53Z
alexcrichton,rustbuild: check for final stage properly and so on,False,2017-01-01T08:14:00Z
mdo,"CSS Drop Caps - Add a ""dropcaps"" class ",False,2017-01-01T08:20:32Z
mdo,Add Chips to Bootstrap 4,False,2017-01-01T06:25:48Z
jkotas,Type forwarding for ValueTuple to CoreCLR,False,2016-12-31T09:41:49Z
zsxwing,[SPARK-19050][SS]Fix EventTimeWatermarkSuite 'delay in months and years handled correctly,False,2017-01-01T19:59:03Z
k8s-merge-robot,ci-kubernetes-e2e-gke-gci-1.4-container_vm-1.5-upgrade-cluster: broken test run,False,2016-12-10T02:08:20Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-autoscaling: broken test run,False,2016-12-02T23:21:26Z
minux,Illegal Instruction during early init on Armv7 (xcompiled from darwin/amd64),False,2017-01-01T01:54:50Z
acdlite,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
StudyNick,"comment:  _ ""k8s.io/kubernetes/pkg/cloudprovider/providers"" is not uesd",False,2016-12-31T10:14:32Z
dtschust,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
dmitriiabramov,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
acdlite,ReactDom.mount =  ReactDOM.render Flipped and curried,False,2016-12-29T18:11:10Z
hnrch02,Extend ESLint to cover all JS files and drop JSCS.,False,2016-12-31T05:35:20Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-gci-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:50:07Z
Kromgar,Temperature guns ignore most kinds of shielding. So do bolas and banana cream pies,False,2017-01-01T01:12:54Z
ShadowDeath6,Temperature guns ignore most kinds of shielding. So do bolas and banana cream pies,False,2017-01-01T01:12:54Z
camlorn,Update Readme Instructions for 32-bit MinGW Builds,False,2016-12-31T16:57:26Z
jdizzle,Illegal Instruction during early init on Armv7 (xcompiled from darwin/amd64),False,2017-01-01T01:54:50Z
spacekitteh,buildFHSUserEnv: Create a setuid wrapper,False,2016-12-24T05:13:06Z
spacekitteh,buildFHSUserEnv doesn't work for non-root users in grsecurity,False,2016-12-21T02:58:12Z
davecheney,Illegal Instruction during early init on Armv7 (xcompiled from darwin/amd64),False,2017-01-01T01:54:50Z
k8s-merge-robot,ci-kubernetes-e2e-gke-gci-1.4-gci-1.5-upgrade-master: broken test run,False,2016-12-09T11:51:31Z
est31,i128 and u128 support,False,2016-12-20T01:22:45Z
hnrch02,"Tooltip is ""Sticky"" when clicking on nav-links",False,2016-12-31T18:07:49Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.3-container_vm-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:47:04Z
k8s-merge-robot,ci-kubernetes-e2e-kops-aws: broken test run,False,2016-12-02T06:14:40Z
k8s-ci-robot,avoid repeated length calculation and some other code improvements,False,2016-12-13T09:45:17Z
k8s-ci-robot,avoid repeated length calculation and some other code improvements,False,2016-12-13T09:45:17Z
witkamp,PostgREST: 0.3.2 -> HEAD,False,2016-12-03T15:50:44Z
k8s-ci-robot,avoid repeated length calculation and some other code improvements,False,2016-12-13T09:45:17Z
bors,rustbuild: save the save analysis,False,2016-12-31T06:32:44Z
bors,Add a DroplessArena and utilize it as a more efficient arena when possible,False,2016-12-28T14:58:09Z
hnrch02,Modal add events beforeOpen and beforeClose,False,2016-12-30T15:11:02Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-gci-1.5-upgrade-master: broken test run,False,2016-12-09T11:50:11Z
k8s-merge-robot,ci-kubernetes-e2e-gke-gci-1.3-gci-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:51:14Z
mention-bot,kcov: 29 -> 32,False,2017-01-01T02:43:52Z
equal-l2,LLVM@3*: import from homebrew/versions,True,2016-12-05T09:33:04Z
XDTM,clickcode + silicons = paper plane folding ???,False,2016-12-28T04:49:57Z
vvakame,CKEditor: add properties in buttonDefinition,False,2016-12-30T13:04:51Z
bardiharborow,Extend ESLint to cover all JS files and drop JSCS.,False,2016-12-31T05:35:20Z
abonander,"Tracking issue for ""Macros 1.1"" (RFC #1681)",False,2016-08-22T16:37:11Z
zhou9197,"When I set 2 data-targets to an toggle-button containing data-toggle=""collapse"", class collapsed cannot be added properly after the button is actived. ",False,2016-12-31T08:47:04Z
k8s-merge-robot,ci-kubernetes-e2e-gce-federation-release-1.5: broken test run,False,2016-12-02T06:14:42Z
Tyriar,Builtin official python support,False,2016-12-31T21:52:15Z
Daniel15,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
dt-bot,[jQuery] Added documentation URLs to JSDoc,False,2017-01-01T02:54:08Z
vvakame,webvr-api: can't compile to es5,False,2017-01-01T01:27:09Z
SparkQA,[SPARK-19041][SS] Fix code snippet compilation issues in Structured Streaming Programming Guide,False,2016-12-31T09:19:01Z
jdizzle,Illegal Instruction during early init on Armv7 (xcompiled from darwin/amd64),False,2017-01-01T01:54:50Z
endquote,webvr-api: can't compile to es5,False,2017-01-01T01:27:09Z
Mark-Simulacrum,rustbuild doesn't clean out enough when recompiling,False,2016-12-31T22:53:01Z
urbanvikingr,Facebook Engineers - Thank You For 2016,False,2016-12-31T02:02:27Z
uraniummeltdown,"You can buy raw TC and then redeem them infinitely, which is still logged for end round",False,2017-01-01T03:21:49Z
mdo,Update more copyright years to 2017,False,2017-01-01T05:34:36Z
Supermichael777,OOC: Brumbpo: your new year's resolution should be nerfing the rapier,False,2017-01-01T19:56:45Z
SparkQA,[SPARK-19050][SS]Fix EventTimeWatermarkSuite 'delay in months and years handled correctly,False,2017-01-01T19:59:03Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-container_vm-1.5-upgrade-cluster: broken test run,False,2016-12-09T11:47:05Z
steveklabnik,Question about http://rustbyexample.com/hello/print.html example,False,2017-01-01T19:31:13Z
Johann-S,progress bar animation doesn't work with dev branch,False,2017-01-01T19:43:25Z
Nothing190,osx 10.11 installation issues,False,2015-11-11T11:47:06Z
EronWright,Provide a Maven POM,False,2016-12-27T21:28:06Z
mdo,Add right dropdown menu in navbar like bootstrap 3,False,2017-01-01T19:30:45Z
mention-bot,wireguard: 0.0.20161223 -> 0.0.20161230,False,2017-01-01T20:07:25Z
whitecolor,rxjs typings outdated,False,2017-01-01T11:48:55Z
smarterclayton,Fix node e2e issues on selinux enabled systems,False,2016-06-23T18:19:31Z
xen0n,rustbuild: check for final stage properly and so on,False,2017-01-01T08:14:00Z
k8s-merge-robot,ci-kubernetes-e2e-gke-container_vm-1.4-container_vm-1.5-upgrade-master: broken test run,False,2016-12-09T11:50:04Z
k8s-merge-robot,ci-kubernetes-soak-gce-1.5-test: broken test run,False,2016-12-03T07:33:42Z
wgwz,How to sovle the error:KeyError: 'socketio'`,False,2017-01-01T09:06:41Z
johnnyreilly,React:  SyntheticEvent.target.value should be generic on T,False,2017-01-01T18:36:06Z
DzmitryShylovich,fix(router): process redirects first,False,2016-12-30T12:12:44Z
rust-highfive,Added Default impl to PathBuf,False,2017-01-01T20:16:05Z
roblourens,Debugging babel transpiled code not fully working with node2,False,2016-12-31T12:21:44Z
smarterclayton,Fix node e2e issues on selinux enabled systems,False,2016-06-23T18:19:31Z
PKPenguin321,OOC: Brumbpo: your new year's resolution should be nerfing the rapier,False,2017-01-01T19:56:45Z
kflorence,Document the restriction that unscoped packages can't depend on scoped packages,False,2016-12-23T22:25:40Z
k8s-merge-robot,ci-kubernetes-e2e-gce-1.4-1.5-upgrade-cluster: broken test run,False,2016-12-09T21:47:51Z
typekpb,RHEL 7.3 installation fails (using official nodesource repo),False,2017-01-01T19:50:18Z
ahundt,Feature request: second derivatives for pooling operations,False,2016-12-07T05:45:16Z
k8s-reviewable,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
ShadowManu,initial support for jade/pug templates,False,2016-09-18T19:48:13Z
k8s-merge-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
Mic92,nixos: provide /etc/hostname,False,2017-01-01T16:12:23Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
pzavolinsky,React:  SyntheticEvent.target.value should be generic on T,False,2017-01-01T18:36:06Z
AnturK,OOC: Brumbpo: your new year's resolution should be nerfing the rapier,False,2017-01-01T19:56:45Z
rust-highfive,Stop creating fake HIR pattern nodes.,False,2017-01-01T20:38:40Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
alexcrichton,rustbuild: fix dist-analysis with full bootstrap disabled,False,2017-01-01T20:19:22Z
bors,rustbuild: fix dist-analysis with full bootstrap disabled,False,2017-01-01T20:19:22Z
jughu,OOC: Brumbpo: your new year's resolution should be nerfing the rapier,False,2017-01-01T19:56:45Z
AnturK,Fix explosion dodging. Tweaks door resistance,False,2016-12-20T20:59:52Z
staticfloat,servus 1.5.0 (new formula),False,2016-12-28T23:24:44Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
Shadowlight213,Metastation is missing modular computers.,False,2016-12-28T04:38:21Z
AnturK,SSthrowing + callbacks!,False,2016-12-26T11:51:34Z
bors,Use `?` instead of `try!` macro in `print::pprust`,False,2016-12-29T21:59:07Z
bors,rustbuild: fix dist-analysis with full bootstrap disabled,False,2017-01-01T20:19:22Z
k8s-merge-robot,ci-kubernetes-e2e-gci-gke-pre-release: broken test run,False,2016-12-02T22:22:21Z
JonasT,"console.log / console.error are supposedly synchronous, but huge amounts of trailing data can be lost on process.exit",False,2016-07-15T00:26:06Z
k8s-ci-robot,Improve TerminationMessagePath to be more flexible,False,2017-01-01T20:29:52Z
robpike,cmd/go: go get emits an error when given a repository ending with .go,False,2017-01-01T09:18:21Z
diiq,Mark the `before` param of `insert()` as optional,False,2016-12-04T02:28:19Z
bors,#37653 support `default impl` for specialization,False,2016-11-18T16:22:35Z
vcunat,firejail firefox desktop,False,2016-12-25T21:21:11Z
dano0b,"""module_stdout"": ""/usr/bin/python: not found\r\n",False,2017-01-01T08:28:40Z
tweichselbaumer,Can't import FormsModule nor ReactiveFormsModule,False,2016-12-13T16:32:50Z
k8s-merge-robot,ci-kubernetes-e2e-gke-serial: broken test run,False,2016-12-02T08:48:30Z
MarioG-X,Speex 1.2,False,2017-01-01T10:12:57Z
